# Weather station Nizhny Novgorod (airport), Russia, WMO_ID=27553,selection from 01.01.2021 till 31.12.2021, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=27553&lang=en
#
"Local time in Nizhny Novgorod (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.12.2021 06:00";"-3.3";"751.4";"758.9";"";"78";"Wind blowing from the west";"4";"6";"8";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-3.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-6.7";"Trace of precipitation";"12";"";"";"Compact or wet snow (with or without ice) covering at least one-half of the ground but ground not completely covered.";"1.0";
"05.12.2021 03:00";"-3.0";"750.9";"758.3";"";"78";"Wind blowing from the west";"4";"7";"9";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-6.4";"";"";"";"";"";"";
"05.12.2021 00:00";"-2.6";"749.5";"756.9";"";"77";"Wind blowing from the west-southwest";"5";"9";"9";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"10.0";"-6.1";"";"";"";"";"";"";
"04.12.2021 21:00";"-2.4";"748.1";"755.5";"";"73";"Wind blowing from the west-southwest";"4";"6";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-6.6";"";"";"";"";"";"";
"04.12.2021 18:00";"-1.1";"746.6";"753.9";"";"79";"Wind blowing from the west-southwest";"7";"11";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"0.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-4.3";"Trace of precipitation";"12";"";"";"";"";
"04.12.2021 15:00";"-1.1";"745.4";"752.7";"";"82";"Wind blowing from the south-west";"5";"7";"12";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-3.8";"";"";"";"";"";"";
"04.12.2021 12:00";"-0.5";"744.3";"751.6";"";"79";"Wind blowing from the south-west";"7";"12";"13";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-3.7";"";"";"";"";"";"";
"04.12.2021 09:00";"0.0";"742.9";"750.2";"";"88";"Wind blowing from the west-southwest";"4";"6";"13";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Rain.";"0.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-1.7";"";"";"";"";"";"";
"04.12.2021 06:00";"0.3";"741.2";"748.5";"";"97";"Wind blowing from the west";"4";"6";"12";"100%.";"Snow shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"0.3";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"100-200";"";"";"2.7";"-0.1";"8.0";"12";"";"";"Compact or wet snow (with or without ice) covering at least one-half of the ground but ground not completely covered.";"1.0";
"04.12.2021 03:00";"5.3";"739.8";"746.9";"";"95";"Wind blowing from the south";"6";"8";"";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Rain and snow or other types of solid precipitation";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"200-300";"";"";"8.0";"4.6";"";"";"";"";"";"";
"04.12.2021 00:00";"2.2";"743.2";"750.4";"";"96";"Wind blowing from the south-southeast";"4";"7";"";"100%.";"Shower(s) of rain and snow mixed, slight. ";"Shower(s).";"Rain and snow or other types of solid precipitation";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"100-200";"";"";"4.8";"1.6";"";"";"";"";"";"";
"03.12.2021 21:00";"1.7";"745.8";"753.1";"";"86";"Wind blowing from the south";"4";"6";"6";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"10.0";"-0.5";"";"";"";"";"";"";
"03.12.2021 18:00";"0.9";"746.5";"753.8";"";"88";"Wind blowing from the south-southwest";"3";"4";"7";"100%.";" ";"";"";"";"2.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-0.9";"Trace of precipitation";"12";"";"";"";"";
"03.12.2021 15:00";"1.7";"745.9";"753.2";"";"86";"Wind blowing from the south-west";"4";"6";"";"100%.";"State of sky on the whole unchanged. ";"Rain and snow or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-0.5";"";"";"";"";"";"";
"03.12.2021 12:00";"1.4";"744.4";"751.7";"";"87";"Wind blowing from the south-west";"5";"7";"9";"90  or more, but not 100%";"Snow not falling as shower(s). ";"Rain and snow or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-0.5";"";"";"";"";"";"";
"03.12.2021 09:00";"-0.7";"743.5";"750.8";"";"94";"Wind blowing from the south-southwest";"5";"7";"11";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"100-200";"";"";"10.0";"-1.5";"";"";"";"";"";"";
"03.12.2021 06:00";"-1.7";"742.5";"749.8";"";"90";"Wind blowing from the south-southwest";"7";"9";"";"100%.";" ";"";"";"-4.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"200-300";"";"";"10.0";"-3.1";"Trace of precipitation";"12";"";"";"Even layer of loose dry snow covering ground completely.";"1.0";
"03.12.2021 03:00";"-2.8";"742.9";"750.3";"";"84";"Wind blowing from the south-southwest";"5";"7";"9";"100%.";"Snow not falling as shower(s). ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"10.0";"-5.1";"";"";"";"";"";"";
"03.12.2021 00:00";"-4.1";"743.8";"751.2";"";"82";"Wind blowing from the south";"5";"6";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"-6.7";"";"";"";"";"";"";
"02.12.2021 21:00";"-4.6";"744.5";"751.9";"";"72";"Wind blowing from the south-west";"6";"7";"8";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-9.0";"";"";"";"";"";"";
"02.12.2021 18:00";"-4.5";"744.7";"752.1";"";"76";"Wind blowing from the south-west";"5";"6";"8";"100%.";"Snow not falling as shower(s). ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-4.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-8.2";"0.2";"12";"";"";"";"";
"02.12.2021 15:00";"-4.3";"744.1";"751.5";"";"72";"Wind blowing from the west-southwest";"4";"7";"10";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Shower(s).";"Snow and/or other types of solid precipitation";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-8.7";"";"";"";"";"";"";
"02.12.2021 12:00";"-4.1";"743.0";"750.4";"";"73";"Wind blowing from the west";"5";"10";"11";"90  or more, but not 100%";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"9.0";"-8.2";"";"";"";"";"";"";
"02.12.2021 09:00";"-4.4";"741.2";"748.6";"";"79";"Wind blowing from the west-southwest";"4";"6";"8";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-4.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-7.5";"";"";"";"";"";"";
"02.12.2021 06:00";"-4.6";"739.6";"747.0";"";"76";"Wind blowing from the west";"5";"7";"8";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-4.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"10.0";"-8.3";"0.6";"12";"";"";"Even layer of loose dry snow covering ground completely.";"1.0";
"02.12.2021 03:00";"-3.7";"738.0";"745.3";"";"81";"Wind blowing from the west";"4";"6";"11";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"8.0";"-6.6";"";"";"";"";"";"";
"02.12.2021 00:00";"-2.6";"736.5";"743.8";"";"80";"Wind blowing from the west-southwest";"4";"7";"8";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-5.6";"";"";"";"";"";"";
"01.12.2021 21:00";"-1.4";"735.8";"743.0";"";"65";"Wind blowing from the west-southwest";"5";"8";"10";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"10.0";"-7.3";"";"";"";"";"";"";
"01.12.2021 18:00";"-0.9";"734.9";"742.1";"";"59";"Wind blowing from the south-west";"6";"8";"10";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"0.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"10.0";"-8.1";"Trace of precipitation";"12";"";"";"";"";
"01.12.2021 15:00";"-0.5";"734.5";"741.7";"";"62";"Wind blowing from the south-west";"6";"8";"13";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-6.9";"";"";"";"";"";"";
"01.12.2021 12:00";"0.0";"733.6";"740.8";"";"61";"Wind blowing from the south-west";"7";"10";"12";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-6.8";"";"";"";"";"";"";
"01.12.2021 09:00";"0.2";"733.6";"740.8";"";"63";"Wind blowing from the south-west";"6";"8";"12";"100%.";" ";"";"";"0.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-6.0";"";"";"";"";"";"";
"01.12.2021 06:00";"0.6";"732.5";"739.7";"";"58";"Wind blowing from the west-southwest";"9";"13";"16";"100%.";" ";"";"";"0.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-6.9";"0.6";"12";"";"";"";"";
"01.12.2021 03:00";"0.9";"731.0";"738.1";"";"59";"Wind blowing from the south-west";"8";"16";"19";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Rain.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"10.0";"-6.4";"";"";"";"";"";"";
"01.12.2021 00:00";"1.3";"728.9";"736.0";"";"60";"Wind blowing from the south-west";"9";"13";"18";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-5.8";"";"";"";"";"";"";
"30.11.2021 21:00";"1.9";"727.4";"734.5";"";"78";"Wind blowing from the south-southwest";"10";"14";"19";"100%.";"Shower(s) of rain and snow mixed, slight. ";"Shower(s).";"Rain and snow or other types of solid precipitation";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"600-1000";"";"";"10.0";"-1.5";"";"";"";"";"";"";
"30.11.2021 18:00";"3.2";"727.7";"734.7";"";"76";"Wind blowing from the south-southwest";"10";"14";"22";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"9.7";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"90  or more, but not 100%";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"10.0";"-0.6";"2.0";"12";"";"";"";"";
"30.11.2021 15:00";"6.9";"727.2";"734.2";"";"61";"Wind blowing from the south-west";"9";"13";"17";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-0.1";"";"";"";"";"";"";
"30.11.2021 12:00";"9.1";"727.2";"734.1";"";"81";"Wind blowing from the south";"7";"10";"12";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.0";"";"";"";"";"";"";
"30.11.2021 09:00";"7.8";"727.6";"734.5";"";"92";"Wind blowing from the south-southeast";"5";"";"14";"100%.";"Rain (not freezing) not falling as shower(s). ";"Shower(s).";"Rain.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"10.0";"6.6";"";"";"";"";"";"";
"30.11.2021 06:00";"5.2";"729.6";"736.6";"";"94";"Wind blowing from the south-southeast";"5";"10";"10";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Shower(s).";"Rain.";"2.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"200-300";"";"";"10.0";"4.3";"7.0";"12";"";"";"Compact or wet snow (with or without ice) covering less than one-half of the ground.";"Snow cover, not continuous.";
"30.11.2021 03:00";"4.0";"735.5";"742.6";"";"97";"Wind blowing from the south-east";"4";"";"8";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"100-200";"";"";"10.0";"3.6";"";"";"";"";"";"";
"30.11.2021 00:00";"2.9";"740.5";"747.7";"";"98";"Wind blowing from the east-southeast";"3";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"4.3";"2.6";"";"";"";"";"";"";
"29.11.2021 21:00";"2.5";"743.4";"750.6";"";"98";"Wind blowing from the east-southeast";"2";"4";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"4.0";"2.2";"";"";"";"";"";"";
"29.11.2021 18:00";"2.6";"745.9";"753.1";"";"97";"Wind blowing from the east-southeast";"3";"5";"7";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"";"2.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"100-200";"";"";"5.0";"2.2";"2.0";"12";"";"";"";"";
"29.11.2021 15:00";"2.5";"748.2";"755.5";"";"95";"Wind blowing from the east";"2";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"4.8";"1.8";"";"";"";"";"";"";
"29.11.2021 12:00";"2.8";"750.6";"757.9";"";"96";"Wind blowing from the south-east";"2";"4";"5";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"200-300";"";"";"10.0";"2.2";"";"";"";"";"";"";
"29.11.2021 09:00";"2.8";"751.8";"759.1";"";"100";"variable wind direction";"1";"3";"4";"100%.";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"10.0";"2.8";"";"";"";"";"";"";
"29.11.2021 06:00";"2.4";"751.8";"759.1";"";"97";"Wind blowing from the south";"2";"3";"4";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"10.0";"2.0";"No precipitation";"12";"";"";"Compact or wet snow (with or without ice) covering at least one-half of the ground but ground not completely covered.";"2.0";
"29.11.2021 03:00";"2.4";"751.8";"759.1";"";"98";"Wind blowing from the south";"2";"3";"6";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"10.0";"2.1";"";"";"";"";"";"";
"29.11.2021 00:00";"2.6";"751.1";"758.4";"";"97";"Wind blowing from the south";"5";"6";"7";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"2.2";"";"";"";"";"";"";
"28.11.2021 21:00";"2.2";"750.2";"757.5";"";"97";"Wind blowing from the south-southwest";"6";"8";"8";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"1.8";"";"";"";"";"";"";
"28.11.2021 18:00";"2.3";"749.1";"756.4";"";"98";"Wind blowing from the south-southwest";"4";"5";"6";"100%.";" ";"";"";"";"2.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"200-300";"";"";"10.0";"2.0";"No precipitation";"12";"";"";"";"";
"28.11.2021 15:00";"2.1";"748.1";"755.4";"";"99";"Wind blowing from the south-southwest";"5";"6";"8";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"100-200";"";"";"10.0";"2.0";"";"";"";"";"";"";
"28.11.2021 12:00";"1.8";"747.5";"754.8";"";"98";"Wind blowing from the south-southwest";"6";"8";"9";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"100-200";"";"";"10.0";"1.5";"";"";"";"";"";"";
"28.11.2021 09:00";"1.8";"747.0";"754.3";"";"91";"Wind blowing from the south-southwest";"7";"8";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"10.0";"0.5";"";"";"";"";"";"";
"28.11.2021 06:00";"1.0";"746.8";"754.1";"";"89";"Wind blowing from the south";"5";"7";"10";"100%.";" ";"";"";"-0.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"10.0";"-0.6";"0.9";"12";"";"";"Even layer of compact or wet snow covering ground completely.";"5.0";
"28.11.2021 03:00";"0.4";"747.7";"755.0";"";"87";"Wind blowing from the south";"7";"10";"10";"100%.";"Continuous fall of snowflakes, slight at time of observation.  Diameter of wet-snow deposit is 2 mm.";"Shower(s).";"Rain and snow or other types of solid precipitation";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"10.0";"-1.5";"";"";"";"";"";"";
"28.11.2021 00:00";"0.0";"748.9";"756.2";"";"87";"Wind blowing from the south";"6";"10";"11";"100%.";"Snow shower(s), slight. ";"Shower(s).";"Snow and/or other types of solid precipitation";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"300-600";"";"";"2.7";"-1.9";"";"";"";"";"";"";
"27.11.2021 21:00";"1.3";"750.3";"757.6";"";"85";"Wind blowing from the south";"6";"";"10";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"10.0";"-0.9";"";"";"";"";"";"";
"27.11.2021 18:00";"0.0";"752.0";"759.4";"";"82";"Wind blowing from the south-southeast";"4";"7";"";"100%.";" ";"";"";"";"1.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-2.7";"Trace of precipitation";"12";"";"";"";"";
"27.11.2021 15:00";"-1.1";"753.4";"760.8";"";"79";"Wind blowing from the south-east";"3";"5";"9";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"-4.3";"";"";"";"";"";"";
"27.11.2021 12:00";"0.7";"753.6";"761.0";"";"78";"Wind blowing from the south";"6";"8";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-2.7";"";"";"";"";"";"";
"27.11.2021 09:00";"0.4";"753.7";"761.1";"";"93";"Wind blowing from the south";"5";"7";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Rain and snow or other types of solid precipitation";"Rain.";"0.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-0.6";"";"";"";"";"";"";
"27.11.2021 06:00";"1.0";"752.5";"759.8";"";"84";"Wind blowing from the south-southwest";"6";"9";"9";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"0.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"10.0";"-1.5";"Trace of precipitation";"12";"";"";"Even layer of compact or wet snow covering ground completely.";"6.0";
"27.11.2021 03:00";"1.1";"752.0";"759.3";"";"86";"Wind blowing from the south-southwest";"5";"6";"9";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"10.0";"-1.0";"";"";"";"";"";"";
"27.11.2021 00:00";"1.8";"751.4";"758.7";"";"78";"Wind blowing from the south-west";"6";"8";"13";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-1.6";"";"";"";"";"";"";
"26.11.2021 21:00";"1.6";"750.3";"757.6";"";"81";"Wind blowing from the south-west";"7";"10";"13";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"10.0";"-1.3";"";"";"";"";"";"";
"26.11.2021 18:00";"1.6";"749.8";"757.1";"";"77";"Wind blowing from the south-west";"8";"";"13";"100%.";" ";"";"";"";"2.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-2.0";"No precipitation";"12";"";"";"";"";
"26.11.2021 15:00";"1.8";"749.4";"756.7";"";"73";"Wind blowing from the south-southwest";"7";"11";"14";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-2.5";"";"";"";"";"";"";
"26.11.2021 12:00";"1.6";"750.0";"757.3";"";"72";"Wind blowing from the south-west";"8";"13";"14";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-2.9";"";"";"";"";"";"";
"26.11.2021 09:00";"2.1";"750.3";"757.6";"";"73";"Wind blowing from the south-west";"9";"12";"14";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-2.2";"";"";"";"";"";"";
"26.11.2021 06:00";"1.9";"750.3";"757.6";"";"78";"Wind blowing from the south-west";"8";"13";"13";"100%.";" ";"";"";"-2.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"10.0";"-1.5";"Trace of precipitation";"12";"";"";"Even layer of compact or wet snow covering ground completely.";"9.0";
"26.11.2021 03:00";"1.7";"751.0";"758.3";"";"88";"Wind blowing from the south-southwest";"8";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain and snow or other types of solid precipitation";"Rain.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"10.0";"-0.1";"";"";"";"";"";"";
